     vehicle name   , time[s]            , dt[s]              , u[ft/s]            , v[ft/s]            , w[ft/s]            , p[rad/s]           , q[rad/s]           , r[rad/s]           , x[ft]              , y[ft]              , z[ft]              , e0                 , ex                 , ey                 , ez                 , aileron[deg]       , elevator[deg]      , rudder[deg]        , throttle           , d_aileron          , d_elevator         , d_rudder           , d_throttle         , aileron_sp[deg]    , elevator_sp[deg]   , rudder_sp[deg]     , throttle_sp[none]  , ground_speed[ft/s] , ground_track[deg]  , heading[deg]       , wind_direction[deg]
                F16,  2.540000000009E+03,  1.000000000000E-02,  4.286498784088E+02,  5.937804881027E-02,  3.802333553023E+01, -6.306281072783E-03,  2.782425389339E-03,  1.542138371968E-02, -2.250765607149E+05,  5.052553551397E+05, -9.370426851013E+02, -4.720945157718E-01, -9.177730072274E-02,  7.220893354729E-02,  8.737788994741E-01,  1.612649943262E-02, -8.168091390086E+00, -1.402594140770E-01,  8.253230437349E-02, -3.186864709975E-04,  7.061105332952E-03,  3.838589026415E-04, -2.921975591653E-04,  1.610264489027E-02, -8.167564253322E+00, -1.402303616256E-01,  8.207623612518E-02,  4.998655205842E+02,  2.346787739904E+02,  2.362618287863E+02,  4.500000000000E+01 
                F16,  2.542000000009E+03,  1.000000000000E-02,  4.291886483503E+02,  4.256824749922E-02,  3.788991593486E+01, -6.004196678773E-03,  2.505017265381E-03,  1.474384595085E-02, -2.256433746240E+05,  5.044317157361E+05, -9.417112101878E+02, -4.859611709908E-01, -9.006997967565E-02,  6.696582022228E-02,  8.667437441208E-01,  1.556287410751E-02, -8.156672798360E+00, -1.393803087065E-01,  8.174891428343E-02, -2.487485624496E-04,  4.443341599201E-03,  4.890797594536E-04, -4.483867997502E-04,  1.554423352695E-02, -8.156341594890E+00, -1.393433660268E-01,  8.114138429712E-02,  4.999868446846E+02,  2.362388399951E+02,  2.380718431273E+02,  4.500000000000E+01 
                F16,  2.544000000009E+03,  1.000000000000E-02,  4.297028659318E+02,  2.706102538056E-02,  3.782113741424E+01, -5.728231439597E-03,  2.349719479453E-03,  1.409392078115E-02, -2.261881799226E+05,  5.035931288325E+05, -9.455770127495E+02, -4.990861793702E-01, -8.834150197839E-02,  6.199720008272E-02,  8.598052754966E-01,  1.510981297535E-02, -8.149590582957E+00, -1.383062249178E-01,  8.088326259727E-02, -2.065565822838E-04,  2.805066818871E-03,  5.796439601569E-04, -3.894310767306E-04,  1.509431465575E-02, -8.149381032922E+00, -1.382624824136E-01,  8.039215591631E-02,  5.000520523552E+02,  2.377287074940E+02,  2.397985869028E+02,  4.500000000000E+01 
                F16,  2.546000000009E+03,  1.000000000000E-02,  4.301929639891E+02,  1.277499321695E-02,  3.778758095006E+01, -5.471726326241E-03,  2.243824151110E-03,  1.347053064772E-02, -2.267115280176E+05,  5.027408940731E+05, -9.487268103310E+02, -5.115142431509E-01, -8.665660954167E-02,  5.724847046608E-02,  8.529750428388E-01,  1.472010800618E-02, -8.144668573954E+00, -1.370589732930E-01,  8.026514710280E-02, -1.851470730820E-04,  2.269511815144E-03,  6.625063837782E-04, -2.193146194356E-04,  1.470619228677E-02, -8.144497870620E+00, -1.370090033026E-01,  8.001442949460E-02,  5.000649409747E+02,  2.391535200753E+02,  2.414481345259E+02,  4.500000000000E+01 
                F16,  2.548000000009E+03,  1.000000000000E-02,  4.306744504496E+02, -3.570304204599E-04,  3.776022314956E+01, -5.229839993719E-03,  2.133044737900E-03,  1.287269229022E-02, -2.272139862967E+05,  5.018761893376E+05, -9.513552797333E+02, -5.232831947129E-01, -8.502562230435E-02,  5.270033769409E-02,  8.462671068225E-01,  1.435437788003E-02, -8.139930017559E+00, -1.356502858893E-01,  8.001189694806E-02, -1.820250355632E-04,  2.554196639120E-03,  7.407574916095E-04, -3.907579539717E-05,  1.434067422081E-02, -8.139737019170E+00, -1.355944335182E-01,  7.999557799807E-02,  5.000442479638E+02,  2.405168834116E+02,  2.430247017357E+02,  4.500000000000E+01 
                F16,  2.550000000009E+03,  1.000000000000E-02,  4.311656080379E+02, -1.239360534746E-02,  3.771973707952E+01, -4.998130147792E-03,  1.991575157666E-03,  1.229969291559E-02, -2.276961557769E+05,  5.010000714552E+05, -9.536689714033E+02, -5.344266244279E-01, -8.342652257769E-02,  4.835767059724E-02,  8.396962153824E-01,  1.398177671321E-02, -8.134166307949E+00, -1.340889948072E-01,  8.007063927108E-02, -1.904241450083E-04,  3.215955682519E-03,  8.144324224155E-04,  8.535976715296E-05,  1.396743155807E-02, -8.133923286136E+00, -1.340276058417E-01,  8.020414880636E-02,  5.000120764563E+02,  2.418213044372E+02,  2.445311929965E+02,  4.500000000000E+01 
                F16,  2.552000000009E+03,  1.000000000000E-02,  4.316790741304E+02, -2.339080042395E-02,  3.765913253894E+01, -4.773878184792E-03,  1.819182274617E-03,  1.175101928013E-02, -2.281586719052E+05,  5.001134877003E+05, -9.558217654847E+02, -5.449761629403E-01, -8.182884844677E-02,  4.423516520572E-02,  8.332756275975E-01,  1.358906779544E-02, -8.127041169140E+00, -1.323856495561E-01,  8.030022241011E-02, -2.005184862458E-04,  3.855802859595E-03,  8.820397308112E-04,  1.312839069119E-04,  1.357396682525E-02, -8.126750249206E+00, -1.323191831456E-01,  8.047779696373E-02,  4.999855692565E+02,  2.430687518699E+02,  2.459699014502E+02,  4.500000000000E+01 
                F16,  2.554000000009E+03,  1.000000000000E-02,  4.322185465842E+02, -3.340716499295E-02,  3.758138678348E+01, -4.556715910145E-03,  1.631107064531E-03,  1.122612429212E-02, -2.286021938350E+05,  4.992172931441E+05, -9.578911597850E+02, -5.549628180399E-01, -8.021027337551E-02,  4.034452975794E-02,  8.270156598015E-01,  1.318060448613E-02, -8.118871287681E+00, -1.305541681111E-01,  8.055078265800E-02, -2.054293154663E-04,  4.232471571412E-03,  9.418990477618E-04,  1.102967808835E-04,  1.316514380072E-02, -8.118552488549E+00, -1.304832093843E-01,  8.068817082761E-02,  4.999732850451E+02,  2.442611066010E+02,  2.473430664850E+02,  4.500000000000E+01 
                F16,  2.556000000009E+03,  1.000000000000E-02,  4.327797535110E+02, -4.250480284351E-02,  3.749471639844E+01, -4.347665181636E-03,  1.446756379372E-03,  1.072429500979E-02, -2.290273893478E+05,  4.983122685958E+05, -9.598878556249E+02, -5.644172850335E-01, -7.856345598329E-02,  3.668719270695E-02,  8.209232373557E-01,  1.276923982226E-02, -8.110276241608E+00, -1.286112786872E-01,  8.071639756861E-02, -2.035089557900E-04,  4.281950300869E-03,  9.929850590085E-04,  5.181558563747E-05,  1.275393269242E-02, -8.109954165603E+00, -1.285364886350E-01,  8.077077516848E-02,  4.999756647526E+02,  2.454003989406E+02,  2.486531586571E+02,  4.500000000000E+01 
                F16,  2.558000000009E+03,  1.000000000000E-02,  4.333537965150E+02, -5.074717239691E-02,  3.740791381485E+01, -4.147853490592E-03,  1.281340657852E-03,  1.024467085315E-02, -2.294349212893E+05,  4.973991351811E+05, -9.617830648908E+02, -5.733696045624E-01, -7.689499584752E-02,  3.325340673863E-02,  8.150022497624E-01,  1.236723124585E-02, -8.101861133299E+00, -1.265748084123E-01,  8.075399272421E-02, -1.965435695854E-04,  4.071652475414E-03,  1.035237661680E-03, -1.307999447177E-05,  1.235245356997E-02, -8.101555170629E+00, -1.264968511660E-01,  8.072302282630E-02,  4.999879414440E+02,  2.464888502456E+02,  2.499029151374E+02,  4.500000000000E+01 
                F16,  2.560000000009E+03,  1.000000000000E-02,  4.339308990569E+02, -5.819600223160E-02,  3.732724898918E+01, -3.957847757882E-03,  1.142088857121E-03,  9.786320141925E-03, -2.298254385870E+05,  4.964785636834E+05, -9.635379991628E+02, -5.818486359704E-01, -7.521997567378E-02,  3.002575336894E-02,  8.092543322181E-01,  1.198197792917E-02, -8.094023689106E+00, -1.244618205405E-01,  8.067471418154E-02, -1.872469158797E-04,  3.728683230786E-03,  1.069427986599E-03, -6.247281290083E-05,  1.196790137667E-02, -8.093743630512E+00, -1.243813012494E-01,  8.058263306324E-02,  5.000036710651E+02,  2.475287961867E+02,  2.510952260360E+02,  4.500000000000E+01 
                F16,  2.562000000010E+03,  1.000000000000E-02,  4.345031654786E+02, -6.490903677630E-02,  3.725536490169E+01, -3.777588026810E-03,  1.028549759100E-03,  9.348304368603E-03, -2.301995722137E+05,  4.955511788733E+05, -9.651250979794E+02, -5.898816520617E-01, -7.355554793420E-02,  2.698413301846E-02,  8.036797088980E-01,  1.161577689091E-02, -8.086902258280E+00, -1.222873076696E-01,  8.052062459836E-02, -1.778561620236E-04,  3.375592031809E-03,  1.096776668510E-03, -8.745355995791E-05,  1.160240594178E-02, -8.086648714182E+00, -1.222047392927E-01,  8.040070503105E-02,  5.000175013021E+02,  2.485225721103E+02,  2.522329769793E+02,  4.500000000000E+01 
                F16,  2.564000000010E+03,  1.000000000000E-02,  4.350657925140E+02, -7.093908441916E-02,  3.719177902466E+01, -3.606572206729E-03,  9.353294376190E-04,  8.929716264760E-03, -2.305579347777E+05,  4.946175605076E+05, -9.665371704698E+02, -5.974941605728E-01, -7.191603184311E-02,  2.410997032866E-02,  7.982778474793E-01,  1.126732263745E-02, -8.080428449232E+00, -1.200637086639E-01,  8.033984722914E-02, -1.697027913543E-04,  3.092004649132E-03,  1.118548552705E-03, -9.021008323052E-05,  1.125456293418E-02, -8.080196113393E+00, -1.199795091572E-01,  8.022043054318E-02,  5.000265406232E+02,  2.494724159454E+02,  2.533189205257E+02,  4.500000000000E+01 
                F16,  2.566000000010E+03,  1.000000000000E-02,  4.356169026010E+02, -7.633412471917E-02,  3.713421914021E+01, -3.444078508673E-03,  8.554395024704E-04,  8.529698566693E-03, -2.309011218858E+05,  4.936782431297E+05, -9.677860292268E+02, -6.047099277995E-01, -7.031058361651E-02,  2.138853864410E-02,  7.930478267210E-01,  1.093355128146E-02, -8.074427321822E+00, -1.178011244745E-01,  8.016901931731E-02, -1.632319635345E-04,  2.904978069982E-03,  1.135777990614E-03, -7.913466299145E-05,  1.092127611995E-02, -8.074208923248E+00, -1.177156344029E-01,  8.006642812293E-02,  5.000303954318E+02,  2.503804136824E+02,  2.543556078945E+02,  4.500000000000E+01 
                F16,  2.568000000010E+03,  1.000000000000E-02,  4.361565678185E+02, -8.113802557127E-02,  3.708003788233E+01, -3.289356961070E-03,  7.829225316252E-04,  8.147448432571E-03, -2.312297137319E+05,  4.927337163812E+05, -9.688950584300E+02, -6.115511255000E-01, -6.874324957098E-02,  1.880934156697E-02,  7.879884486513E-01,  1.061121796306E-02, -8.068714067511E+00, -1.155079081111E-01,  8.002612795432E-02, -1.582287621533E-04,  2.800319426420E-03,  1.149169740694E-03, -6.373361068741E-05,  1.059931753552E-02, -8.068503448656E+00, -1.154214154785E-01,  7.994418672262E-02,  5.000303689147E+02,  2.512484880218E+02,  2.553453793603E+02,  4.500000000000E+01 
                F16,  2.570000000010E+03,  1.000000000000E-02,  4.366856455397E+02, -8.539144029554E-02,  3.702721053513E+01, -3.141760397098E-03,  7.141644414175E-04,  7.782211159857E-03, -2.315442760430E+05,  4.917844266745E+05, -9.698904817216E+02, -6.180385180788E-01, -6.721448769623E-02,  1.636513789084E-02,  7.830981963180E-01,  1.029789660574E-02, -8.063156739924E+00, -1.131913044832E-01,  7.991213378543E-02, -1.541500736220E-04,  2.743134942042E-03,  1.159137891786E-03, -5.112002920536E-05,  1.028630219970E-02, -8.062950383553E+00, -1.131040664825E-01,  7.984592133333E-02,  5.000284077337E+02,  2.520784166530E+02,  2.562903930719E+02,  4.500000000000E+01 
                F16,  2.572000000010E+03,  1.000000000000E-02,  4.372048698169E+02, -8.913256572432E-02,  3.697474620798E+01, -3.000797757259E-03,  6.479594463335E-04,  7.433269000497E-03, -2.318453601679E+05,  4.908307802457E+05, -9.707947225602E+02, -6.241916308223E-01, -6.572310817519E-02,  1.405042346778E-02,  7.783751451990E-01,  9.992309521843E-03, -8.057697416289E+00, -1.108579315801E-01,  7.981748097748E-02, -1.504386579218E-04,  2.697306633359E-03,  1.165913166001E-03, -4.463446488775E-05,  9.980994202805E-03, -8.057494513780E+00, -1.107701882201E-01,  7.975846610783E-02,  5.000262391814E+02,  2.528718627856E+02,  2.571926678828E+02,  4.500000000000E+01 
                F16,  2.574000000010E+03,  1.000000000000E-02,  4.377143883028E+02, -9.239760575409E-02,  3.692260075229E+01, -2.866119605827E-03,  5.847793114353E-04,  7.099931050992E-03, -2.321335025295E+05,  4.898731470706E+05, -9.716232732074E+02, -6.300288730966E-01, -6.426785316541E-02,  1.186006615335E-02,  7.738169040187E-01,  9.694138898136E-03, -8.052340787224E+00, -1.085140320008E-01,  7.972949936911E-02, -1.467140908347E-04,  2.637886689772E-03,  1.169655833576E-03, -4.421945674254E-05,  9.683104039124E-03, -8.052142386410E+00, -1.084260112630E-01,  7.966986305248E-02,  5.000249071953E+02,  2.536304040598E+02,  2.580541215228E+02,  4.500000000000E+01 
                F16,  2.576000000010E+03,  1.000000000000E-02,  4.382137178856E+02, -9.522094545043E-02,  3.687131061315E+01, -2.737468127396E-03,  5.257892561677E-04,  6.781527367954E-03, -2.324092238235E+05,  4.889118649642E+05, -9.723847916711E+02, -6.355676178921E-01, -6.284825722454E-02,  9.788482431896E-03,  7.694206166087E-01,  9.403604072363E-03, -8.047126461751E+00, -1.061655265981E-01,  7.963795654426E-02, -1.428189825976E-04,  2.555039691767E-03,  1.170535945274E-03, -4.775181812009E-05,  9.392862589900E-03, -8.046934329461E+00, -1.060774436171E-01,  7.957301135176E-02,  5.000247056798E+02,  2.543555525426E+02,  2.588765950126E+02,  4.500000000000E+01 
                F16,  2.578000000010E+03,  1.000000000000E-02,  4.387019678226E+02, -9.763513980610E-02,  3.682157524552E+01, -2.614624523366E-03,  4.720297496622E-04,  6.477407311209E-03, -2.326730283019E+05,  4.879472432989E+05, -9.730831859157E+02, -6.408242532409E-01, -6.146480278915E-02,  7.829417968905E-03,  7.651830203884E-01,  9.121054318663E-03, -8.042100390287E+00, -1.038179519766E-01,  7.953766704450E-02, -1.387681432147E-04,  2.451481151804E-03,  1.168768740243E-03, -5.253654371010E-05,  9.110617826193E-03, -8.041916074700E+00, -1.037300056193E-01,  7.946631461734E-02,  5.000253796851E+02,  2.550487645901E+02,  2.596618627047E+02,  4.500000000000E+01 
                F16,  2.580000000010E+03,  1.000000000000E-02,  4.391781507262E+02, -9.967084152389E-02,  3.677394560089E+01, -2.497372639847E-03,  4.239685431380E-04,  6.186940534770E-03, -2.329254033375E+05,  4.869795660420E+05, -9.737202600327E+02, -6.458142225930E-01, -6.011860810105E-02,  5.976168916331E-03,  7.611005375518E-01,  8.846707055463E-03, -8.037295174218E+00, -1.014763670088E-01,  7.942843368752E-02, -1.346639800074E-04,  2.336761112327E-03,  1.164612418533E-03, -5.641731263810E-05,  8.836579393539E-03, -8.037119499475E+00, -1.013887366644E-01,  7.935225906553E-02,  5.000264274723E+02,  2.557114430979E+02,  2.604116323160E+02,  4.500000000000E+01 
                F16,  2.582000000010E+03,  1.000000000000E-02,  4.396414419181E+02, -1.013567585548E-01,  3.672868079503E+01, -2.385482915620E-03,  3.814269878190E-04,  5.909518929025E-03, -2.331668193182E+05,  4.860090940804E+05, -9.742978538810E+02, -6.505520656876E-01, -5.881094420641E-02,  4.221995802648E-03,  7.571693716882E-01,  8.580550644727E-03, -8.032722336622E+00, -9.914528797729E-02,  7.931335732019E-02, -1.306221723729E-04,  2.221494191192E-03,  1.158344870092E-03, -5.828765368251E-05,  8.570726970291E-03, -8.032555329976E+00, -9.905813211576E-02,  7.923517587291E-02,  5.000273668848E+02,  2.563449358957E+02,  2.611275406647E+02,  4.500000000000E+01 
                F16,  2.584000000010E+03,  1.000000000000E-02,  4.400913178541E+02, -1.027196811814E-01,  3.668575571828E+01, -2.278712139925E-03,  3.437598598998E-04,  5.644558333341E-03, -2.333977298091E+05,  4.850360669881E+05, -9.748189813932E+02, -6.550514643974E-01, -5.754281706700E-02,  2.560512312967E-03,  7.533855898354E-01,  8.322368420997E-03, -8.028374499032E+00, -9.682867707517E-02,  7.919669046823E-02, -1.267265512175E-04,  2.113459040415E-03,  1.150236236412E-03, -5.806293144665E-05,  8.312837645929E-03, -8.028215608110E+00, -9.674213386652E-02,  7.911923288412E-02,  5.000278927300E+02,  2.569505335084E+02,  2.618111496835E+02,  4.500000000000E+01 
                F16,  2.586000000010E+03,  1.000000000000E-02,  4.405275705815E+02, -1.037845760617E-01,  3.664495917422E+01, -2.176811731441E-03,  3.101309131089E-04,  5.391499432599E-03, -2.336185718840E+05,  4.840607044653E+05, -9.752879907313E+02, -6.593252928446E-01, -5.631473642614E-02,  9.859225838329E-04,  7.497451811337E-01,  8.071822073213E-03, -8.024232936952E+00, -9.452997999637E-02,  7.908211346811E-02, -1.230142011728E-04,  2.016131069441E-03,  1.140528724577E-03, -5.632724044239E-05,  8.062570385106E-03, -8.024081354063E+00, -9.444416943375E-02,  7.900722835659E-02,  5.000279153200E+02,  2.575294681945E+02,  2.624639451328E+02,  4.500000000000E+01 
                F16,  2.588000000010E+03,  1.000000000000E-02,  4.409502372966E+02, -1.045747213098E-01,  3.660601550580E+01, -2.079537940539E-03,  2.797556409496E-04,  5.149807730052E-03, -2.338297665302E+05,  4.830832076508E+05, -9.757100817992E+02, -6.633856687570E-01, -5.512668328986E-02, -5.069208607102E-04,  7.462440929807E-01,  7.828541324744E-03, -8.020275962368E+00, -9.225219260046E-02,  7.897183862907E-02, -1.194822240861E-04,  1.929192291890E-03,  1.129427983621E-03, -5.389508936888E-05,  7.819555175817E-03, -8.020130908228E+00, -9.216721925537E-02,  7.890027752175E-02,  5.000275130274E+02,  2.580829148457E+02,  2.630873384229E+02,  4.500000000000E+01 
                F16,  2.590000000010E+03,  1.000000000000E-02,  4.413594973095E+02, -1.051118518720E-01,  3.656868071691E+01, -1.986659676176E-03,  2.520430794276E-04,  4.918972796844E-03, -2.340317190628E+05,  4.821037604340E+05, -9.760905987554E+02, -6.672440030205E-01, -5.397821707914E-02, -1.922596082900E-03,  7.428782512219E-01,  7.592188015937E-03, -8.016485066556E+00, -8.999793408290E-02,  7.886652125172E-02, -1.161045847690E-04,  1.850087060595E-03,  1.117104685578E-03, -5.146438746458E-05,  7.583455837730E-03, -8.016345956139E+00, -8.991388972950E-02,  7.879815476839E-02,  5.000268473689E+02,  2.586119934298E+02,  2.636826706879E+02,  4.500000000000E+01 
                F16,  2.592000000010E+03,  1.000000000000E-02,  4.417555797137E+02, -1.054162920312E-01,  3.653279135684E+01, -1.897962284561E-03,  2.266280435116E-04,  4.698507122513E-03, -2.342248195224E+05,  4.811225308017E+05, -9.764344281226E+02, -6.709110455820E-01, -5.286863978060E-02, -3.265255618057E-03,  7.396435722357E-01,  7.362484826048E-03, -8.012847677575E+00, -8.776951018597E-02,  7.876569958355E-02, -1.128491756356E-04,  1.775708102981E-03,  1.103702072760E-03, -4.943962650458E-05,  7.353997464905E-03, -8.012714159439E+00, -8.768647585226E-02,  7.869993001439E-02,  5.000260828340E+02,  2.591177722676E+02,  2.642512178269E+02,  4.500000000000E+01 
                F16,  2.594000000010E+03,  1.000000000000E-02,  4.421387052910E+02, -1.055070642299E-01,  3.649826835847E+01, -1.813247652241E-03,  2.033246383231E-04,  4.487944864644E-03, -2.344094430531E+05,  4.801396721960E+05, -9.767456704655E+02, -6.743969272261E-01, -5.179714717004E-02, -4.538768837493E-03,  7.365359731000E-01,  7.139214664487E-03, -8.009356942200E+00, -8.556895913118E-02,  7.866841881911E-02, -1.096894264227E-04,  1.703608540106E-03,  1.089344959388E-03, -4.791797608923E-05,  7.130964953172E-03, -8.009228847535E+00, -8.548700647343E-02,  7.860457999522E-02,  5.000253359285E+02,  2.596012714512E+02,  2.647941954167E+02,  4.500000000000E+01 
                F16,  2.596000000010E+03,  1.000000000000E-02,  4.425090662623E+02, -1.054019743883E-01,  3.646509199883E+01, -1.732332044244E-03,  1.820459693014E-04,  4.286840690403E-03, -2.345859502759E+05,  4.791553248265E+05, -9.770275980978E+02, -6.777111976867E-01, -5.076292796749E-02, -5.746821833855E-03,  7.335513831444E-01,  6.922203686550E-03, -8.006009760761E+00, -8.339808083383E-02,  7.857376615154E-02, -1.066090822981E-04,  1.632525427812E-03,  1.074147017161E-03, -4.678040704767E-05,  6.914185665556E-03, -8.005887014023E+00, -8.331727296669E-02,  7.851138578214E-02,  5.000246589459E+02,  2.600634659446E+02,  2.653127628725E+02,  4.500000000000E+01 
                F16,  2.598000000010E+03,  1.000000000000E-02,  4.428668340097E+02, -1.051176802867E-01,  3.643326740776E+01, -1.655043200566E-03,  1.627288309365E-04,  4.094768787547E-03, -2.347546876669E+05,  4.781696168881E+05, -9.772828114811E+02, -6.808628608917E-01, -4.976520346565E-02, -6.892963226616E-03,  7.306857575185E-01,  6.711300474310E-03, -8.002804401019E+00, -8.125845447816E-02,  7.848117758158E-02, -1.036016370394E-04,  1.562309874998E-03,  1.058215014311E-03, -4.581781270776E-05,  6.703508661740E-03, -8.002686936507E+00, -8.117884649023E-02,  7.842007001274E-02,  5.000240504985E+02,  2.605052881791E+02,  2.658080267075E+02,  4.500000000000E+01 
                F16,  2.600000000010E+03,  1.000000000000E-02,  4.432121797779E+02, -1.046697510990E-01,  3.640279565143E+01, -1.581217778458E-03,  1.452856088118E-04,  3.911322038702E-03, -2.349159879523E+05,  4.771826656505E+05, -9.775134744044E+02, -6.838604080274E-01, -4.880322201890E-02, -7.980606280596E-03,  7.279350917331E-01,  6.506359585484E-03, -7.999738640863E+00, -7.915145057487E-02,  7.839050512869E-02, -1.006669828250E-04,  1.493517092872E-03,  1.041650200739E-03, -4.483753483215E-05,  6.498788501197E-03, -7.999626350443E+00, -7.907308994364E-02,  7.833073012093E-02,  5.000234791449E+02,  2.609276301663E+02,  2.662810430611E+02,  4.500000000000E+01 
                F16,  2.602000000010E+03,  1.000000000000E-02,  4.435452950818E+02, -1.040727243283E-01,  3.637365776994E+01, -1.510699640425E-03,  1.295881504724E-04,  3.736111310569E-03, -2.350701705192E+05,  4.761945784178E+05, -9.777215275537E+02, -6.867118488050E-01, -4.787623145851E-02, -9.013007886544E-03,  7.252954355716E-01,  6.307232623734E-03, -7.996808846956E+00, -7.707824227632E-02,  7.830191563345E-02, -9.780758447639E-05,  1.426923276270E-03,  1.024547865056E-03, -4.372306213341E-05,  6.299876600813E-03, -7.996701564075E+00, -7.700116931808E-02,  7.824366879649E-02,  5.000229074073E+02,  2.613313452582E+02,  2.667328197895E+02,  4.500000000000E+01 
                F16,  2.604000000010E+03,  1.000000000000E-02,  4.438664039162E+02, -1.033401632688E-01,  3.634581202830E+01, -1.443339008438E-03,  1.154760649317E-04,  3.568764801804E-03, -2.352175418392E+05,  4.752054533708E+05, -9.779088252100E+02, -6.894247410355E-01, -4.698345029371E-02, -9.993244439762E-03,  7.227629050472E-01,  6.113766187134E-03, -7.994009930402E+00, -7.503981841424E-02,  7.821571992185E-02, -9.502560436875E-05,  1.363156700892E-03,  1.006996241521E-03, -4.244543825983E-05,  6.106619397767E-03, -7.993907441619E+00, -7.496406681655E-02,  7.815921748394E-02,  5.000223082220E+02,  2.617172497058E+02,  2.671643183876E+02,  4.500000000000E+01 
                F16,  2.606000000010E+03,  1.000000000000E-02,  4.441757647376E+02, -1.024847153154E-01,  3.631920018956E+01, -1.378992234908E-03,  1.027768427701E-04,  3.408927405811E-03, -2.353583958993E+05,  4.742153803164E+05, -9.780771858040E+02, -6.920062184724E-01, -4.612405042758E-02, -1.092419773075E-02,  7.203336917510E-01,  5.925804157619E-03, -7.991335854757E+00, -7.303699861019E-02,  7.813221578702E-02, -9.232146493597E-05,  1.302520140985E-03,  9.890756463162E-04, -4.104127411349E-05,  5.918860745097E-03, -7.991237924352E+00, -7.296259602849E-02,  7.807761405100E-02,  5.000216713929E+02,  2.620861241324E+02,  2.675764559106E+02,  4.500000000000E+01 
                F16,  2.608000000011E+03,  1.000000000000E-02,  4.444736644499E+02, -1.015181697912E-01,  3.629375726946E+01, -1.317521869069E-03,  9.132622128309E-05,  3.256260064744E-03, -2.354930146322E+05,  4.732244413687E+05, -9.782283784201E+02, -6.944630168677E-01, -4.529715503104E-02, -1.180855537846E-02,  7.180040696048E-01,  5.743191552168E-03, -7.988780315819E+00, -7.107044950319E-02,  7.805159151753E-02, -8.969366120988E-05,  1.244988895457E-03,  9.708582587404E-04, -3.957745507391E-05,  5.736445775520E-03, -7.988686710345E+00, -7.099741817295E-02,  7.799895441839E-02,  5.000210018198E+02,  2.624387149868E+02,  2.679701069530E+02,  4.500000000000E+01 
                F16,  2.610000000011E+03,  1.000000000000E-02,  4.447604085055E+02, -1.004515135355E-01,  3.626942022820E+01, -1.258796756710E-03,  8.098165248301E-05,  3.110439109521E-03, -2.356216683431E+05,  4.722327115795E+05, -9.783640793946E+02, -6.968014982539E-01, -4.450184852111E-02, -1.264882356595E-02,  7.157703994800E-01,  5.565777905833E-03, -7.986337303504E+00, -6.914070073607E-02,  7.797389882360E-02, -8.713932253683E-05,  1.190317104425E-03,  9.524085562164E-04, -3.811924983746E-05,  5.559224241505E-03, -7.986247808231E+00, -6.906905805133E-02,  7.792320605128E-02,  5.000203132744E+02,  2.627757359952E+02,  2.683461056635E+02,  4.500000000000E+01 
                F16,  2.612000000011E+03,  1.000000000000E-02,  4.450363110340E+02, -9.929498292214E-02,  3.624613315956E+01, -1.202692024547E-03,  7.162679253009E-05,  2.971155592937E-03, -2.357446161283E+05,  4.712402595265E+05, -9.784858293621E+02, -6.990276735475E-01, -4.373719253890E-02, -1.344734642025E-02,  7.136291323074E-01,  5.393419217790E-03, -7.984001406908E+00, -6.724815959479E-02,  7.789907783226E-02, -8.465500686885E-05,  1.138175590356E-03,  9.337841734346E-04, -3.671097431843E-05,  5.387052401523E-03, -7.983915831906E+00, -6.717791862169E-02,  7.785025557621E-02,  5.000196214998E+02,  2.630978696012E+02,  2.687052477386E+02,  4.500000000000E+01 
                F16,  2.614000000011E+03,  1.000000000000E-02,  4.453016874955E+02, -9.805811174577E-02,  3.622384862972E+01, -1.149088908628E-03,  6.316871356821E-05,  2.838114628222E-03, -2.358621062854E+05,  4.702471478638E+05, -9.785950088416E+02, -7.011472236214E-01, -4.300224199117E-02, -1.420632615205E-02,  7.115768112361E-01,  5.225978387466E-03, -7.981767861563E+00, -6.539312374401E-02,  7.782700640853E-02, -8.223736847115E-05,  1.088263893969E-03,  9.150368945302E-04, -3.537072482737E-05,  5.219793406282E-03, -7.981686039414E+00, -6.532429365966E-02,  7.777996225974E-02,  5.000189391695E+02,  2.634057683735E+02,  2.690482923402E+02,  4.500000000000E+01 
                F16,  2.616000000011E+03,  1.000000000000E-02,  4.455568506625E+02, -9.674977511191E-02,  3.620252621456E+01, -1.097874457872E-03,  5.553129563416E-05,  2.711034745086E-03, -2.359743767144E+05,  4.692534338340E+05, -9.786928370080E+02, -7.031655190054E-01, -4.229605729222E-02, -1.492783988380E-02,  7.096100732204E-01,  5.063324586550E-03, -7.979632422586E+00, -6.357579203878E-02,  7.775754874253E-02, -7.988353992333E-05,  1.040369884810E-03,  8.962135492201E-04, -3.409550574526E-05,  5.057316642424E-03, -7.979554201690E+00, -6.350837850289E-02,  7.771219801225E-02,  5.000182736552E+02,  2.637000563587E+02,  2.693759638994E+02,  4.500000000000E+01 
