parameter,independent_variables,3
elevator[deg],alpha[deg],beta[deg],Cx,Cy,Cz,Cl,Cm,Cn
0,25,4,0.0271,-0.0566,-1.641,-0.0128,-0.0479,0.0038
0,25,6,0.0267,-0.0925,-1.618,-0.0183,-0.053,0.0069
0,25,8,0.0249,-0.1126,-1.599,-0.0186,-0.0563,0.0078
0,25,10,0.0252,-0.1321,-1.585,-0.026,-0.061,0.0034
0,25,15,0.0203,-0.1714,-1.527,-0.0248,-0.0713,-0.0088
0,25,20,0.0183,-0.2647,-1.486,-0.0398,-0.0874,-0.0008
0,25,25,0.0198,-0.385,-1.428,-0.061,-0.1171,0.0183
0,25,30,0.0164,-0.5025,-1.335,-0.0758,-0.1026,0.0317
0,30,-30,0.0092,0.3436,-1.496,0.0752,-0.0135,-0.0265
0,30,-25,0.0122,0.3226,-1.51,0.0632,-0.0857,-0.0047
0,30,-20,0.0129,0.2286,-1.589,0.0428,-0.0907,0.0128
0,30,-15,0.0165,0.1396,-1.692,0.0235,-0.1013,0.0249
0,30,-10,0.0202,0.0825,-1.775,0.0106,-0.0875,0.0198
0,30,-8,0.0253,0.0801,-1.814,0.0133,-0.0983,0.0114
0,30,-6,0.0279,0.0757,-1.846,0.0138,-0.0951,0.0055
0,30,-4,0.0295,0.0549,-1.875,0.0094,-0.0913,0.0057
0,30,-2,0.0296,0.0287,-1.879,0.0075,-0.0902,0.003
0,30,0,0.0301,0,-1.883,0,-0.0871,0
0,30,2,0.0309,-0.0289,-1.891,-0.0063,-0.0865,-0.0032
0,30,4,0.0306,-0.0527,-1.876,-0.0095,-0.0896,-0.0077
0,30,6,0.0278,-0.0724,-1.843,-0.011,-0.0962,-0.0117
0,30,8,0.0261,-0.0939,-1.838,-0.0101,-0.0997,-0.0201
0,30,10,0.0247,-0.1136,-1.811,-0.0151,-0.106,-0.0276
0,30,15,0.02,-0.1694,-1.728,-0.028,-0.1198,-0.0332
0,30,20,0.0174,-0.2589,-1.625,-0.0473,-0.1092,-0.0209
0,30,25,0.0167,-0.3511,-1.546,-0.0677,-0.1042,-0.0034
0,30,30,0.0137,-0.3742,-1.532,-0.0797,-0.032,0.0188
0,35,-30,0.0099,0.2437,-1.594,0.0528,0.0202,0.0138
0,35,-25,0.0134,0.2267,-1.694,0.0479,-0.051,0.0391
0,35,-20,0.0162,0.1757,-1.807,0.0422,-0.0891,0.0533
0,35,-15,0.0149,0.1307,-1.875,0.019,-0.1086,0.0553
0,35,-10,0.0208,0.0776,-1.957,0.0078,-0.1018,0.0434
0,35,-8,0.0229,0.0602,-1.976,0.0069,-0.1014,0.0397
0,35,-6,0.0273,0.0535,-2.032,0.0117,-0.1105,0.0263
0,35,-4,0.0286,0.0407,-2.06,0.007,-0.1117,0.0206
0,35,-2,0.0303,0.0181,-2.07,0.0022,-0.1127,0.0119
0,35,0,0.0305,0,-2.077,0,-0.1151,0
0,35,2,0.0286,-0.0214,-2.038,0.0014,-0.1167,-0.009
0,35,4,0.0307,-0.0537,-2.039,-0.0057,-0.123,-0.0134
0,35,6,0.0292,-0.0808,-2.028,-0.0076,-0.1301,-0.019
0,35,8,0.0259,-0.1009,-2.005,-0.0077,-0.1387,-0.0263
0,35,10,0.0253,-0.1226,-1.986,-0.0091,-0.1402,-0.0328
0,35,15,0.0194,-0.1766,-1.904,-0.0203,-0.147,-0.0444
0,35,20,0.0207,-0.2208,-1.836,-0.0435,-0.1275,-0.0427
0,35,25,0.0179,-0.2714,-1.713,-0.0492,-0.0894,-0.0279
0,35,30,0.0144,-0.2901,-1.623,-0.0541,-0.0142,-0.0021
0,40,-30,0.0206,0.1976,-1.683,0.0555,-0.0116,0.0302
0,40,-25,0.0202,0.1776,-1.755,0.0435,-0.0639,0.0357
0,40,-20,0.0236,0.1566,-1.912,0.0339,-0.0971,0.0675
0,40,-15,0.0246,0.1286,-1.999,0.0173,-0.1156,0.0645
0,40,-10,0.0289,0.0906,-2.111,0.0094,-0.117,0.0445
0,40,-8,0.0293,0.0737,-2.149,0.0156,-0.1142,0.033
0,40,-6,0.029,0.0593,-2.147,0.0193,-0.1182,0.0214
0,40,-4,0.032,0.0505,-2.204,0.011,-0.116,0.0156
0,40,-2,0.0317,0.0188,-2.207,0.011,-0.1178,0.0065
0,40,0,0.0328,0,-2.204,0,-0.1206,0
0,40,2,0.0314,-0.0286,-2.205,-0.0074,-0.128,-0.006
0,40,4,0.0305,-0.0516,-2.195,-0.0126,-0.1347,-0.0136
0,40,6,0.0289,-0.0737,-2.193,-0.0194,-0.1436,-0.0155
0,40,8,0.0281,-0.0938,-2.174,-0.0213,-0.1512,-0.0266
0,40,10,0.0262,-0.1132,-2.133,-0.0253,-0.1516,-0.033
0,40,15,0.0219,-0.1503,-2.021,-0.0332,-0.1502,-0.0532
0,40,20,0.0209,-0.1791,-1.934,-0.0498,-0.1317,-0.0561
0,40,25,0.0175,-0.1996,-1.777,-0.0594,-0.0985,-0.024
0,40,30,0.0179,-0.2195,-1.705,-0.0714,-0.0462,0.0014
0,45,-30,0.0257,0.1741,-1.664,0.05,-0.0023,0.0003
0,45,-25,0.0274,0.1251,-1.783,0.0493,-0.0164,-0.0038
0,45,-20,0.0266,0.1201,-1.859,0.0351,-0.0417,0.0214
0,45,-15,0.0236,0.1321,-1.962,0.0306,-0.0987,0.04
0,45,-10,0.0266,0.111,-2.03,0.0179,-0.0985,0.0326
0,45,-8,0.0283,0.0854,-2.129,0.0158,-0.0975,0.0261
0,45,-6,0.0236,0.055,-1.917,0.0128,-0.1278,0.0199
0,45,-4,0.0298,0.0339,-2.143,0.0077,-0.1042,0.013
0,45,-2,0.0268,0.0183,-2.05,0.0019,-0.1156,0.0047
0,45,0,0.0309,0,-2.208,0,-0.0979,0
0,45,2,0.0307,-0.0544,-2.201,-0.0118,-0.1122,-0.017
0,45,4,0.028,-0.0929,-2.182,-0.0124,-0.1225,-0.0369
0,45,6,0.0238,-0.1312,-2.077,-0.015,-0.1444,-0.0464
0,45,8,0.0284,-0.1581,-2.209,-0.0173,-0.134,-0.0533
0,45,10,0.0254,-0.1766,-2.126,-0.0214,-0.1461,-0.0611
0,45,15,0.0224,-0.1977,-2.058,-0.0341,-0.1463,-0.0681
0,45,20,0.0254,-0.1859,-1.955,-0.0386,-0.0893,-0.0495
0,45,25,0.0262,-0.19,-1.879,-0.0528,-0.064,-0.0245
0,45,30,0.0245,-0.2385,-1.76,-0.0535,-0.0499,-0.028
10,-20,-30,-0.0228,0.3692,1.113,-0.0199,0.0144,-0.05158
10,-20,-25,-0.0236,0.2991,1.172,-0.01624,-0.0196,-0.05338
10,-20,-20,-0.0269,0.2417,1.192,-0.007,-0.0203,-0.04394
10,-20,-15,-0.0207,0.1692,1.201,0.00626,-0.1102,-0.05038
10,-20,-10,-0.0135,0.1078,1.269,0.01556,-0.135,-0.02944
10,-20,-8,-0.0107,0.0874,1.271,0.01228,-0.1526,-0.02044
10,-20,-6,-0.011,0.0837,1.229,0.00104,-0.1494,-0.01614
10,-20,-4,-0.0113,0.0572,1.19,-0.0003,-0.1471,-0.01024
10,-20,-2,-0.0126,0.026,1.195,0.0023,-0.1479,-0.00434
10,-20,0,-0.0132,0,1.179,0,-0.1465,0
10,-20,2,-0.013,-0.0258,1.196,-0.00128,-0.1477,0.00386
10,-20,4,-0.0118,-0.0592,1.196,-0.00378,-0.1436,0.007
10,-20,6,-0.0119,-0.0863,1.226,-0.00512,-0.1408,0.01166
10,-20,8,-0.0107,-0.1209,1.229,-0.00638,-0.1318,0.018
10,-20,10,-0.0104,-0.1504,1.223,-0.006,-0.1293,0.02318
10,-20,15,-0.0176,-0.2106,1.152,0.00172,-0.1008,0.04372
10,-20,20,-0.0238,-0.2836,1.147,0.01502,-0.011,0.03706
10,-20,25,-0.0205,-0.3396,1.12,0.02468,-0.0102,0.0464
10,-20,30,-0.0197,-0.4106,1.062,0.01046,0.0235,0.04472
10,-15,-30,-0.0346,0.4368,0.87,-0.00316,-0.0341,-0.06532
10,-15,-25,-0.0342,0.3797,0.917,-0.00176,-0.068,-0.07024
10,-15,-20,-0.0291,0.3249,0.942,0.00182,-0.0856,-0.06364
10,-15,-15,-0.0223,0.2636,0.976,0.005848,-0.1123,-0.05354
10,-15,-10,-0.0193,0.1826,0.945,0.00272,-0.1695,-0.03392
10,-15,-8,-0.0189,0.1456,0.927,0.00064,-0.1864,-0.0272
10,-15,-6,-0.0194,0.1068,0.921,0.00244,-0.1995,-0.01912
10,-15,-4,-0.0205,0.0701,0.909,0.00474,-0.1961,-0.01148
10,-15,-2,-0.0221,0.0336,0.918,0.00198,-0.1991,-0.0056
10,-15,0,-0.0225,0,0.925,0,-0.1976,0
10,-15,2,-0.0218,-0.0337,0.923,-0.0013,-0.1945,0.0049
10,-15,4,-0.0218,-0.0702,0.93,-0.00296,-0.1907,0.01142
10,-15,6,-0.0202,-0.11,0.931,-0.0037,-0.1816,0.01988
10,-15,8,-0.0187,-0.15,0.945,-0.00296,-0.1815,0.0274
10,-15,10,-0.0186,-0.1902,0.941,-0.00102,-0.1767,0.03468
10,-15,15,-0.0216,-0.2712,0.974,-0.00372,-0.1182,0.05346
10,-15,20,-0.0284,-0.3332,0.939,0.00098,-0.0933,0.06372
10,-15,25,-0.0335,-0.3882,0.912,0.00392,-0.075,0.07052
10,-15,30,-0.0339,-0.4452,0.868,0.00568,-0.0386,0.06586
10,-10,-30,-0.0405,0.5,0.618,-0.00402,-0.064,-0.07432
10,-10,-25,-0.0408,0.4441,0.61,-0.00262,-0.0953,-0.07318
10,-10,-20,-0.037,0.3671,0.599,0.00138,-0.1112,-0.06018
10,-10,-15,-0.0343,0.2896,0.602,0.00248,-0.1366,-0.05374
10,-10,-10,-0.0319,0.1871,0.602,0.00468,-0.1647,-0.0362
10,-10,-8,-0.0325,0.1475,0.613,0.00244,-0.1733,-0.0279
10,-10,-6,-0.0324,0.1096,0.633,0.00188,-0.1734,-0.02136
10,-10,-4,-0.0334,0.0757,0.634,-0.00044,-0.173,-0.01396
10,-10,-2,-0.034,0.0377,0.632,-0.00012,-0.1719,-0.00656
10,-10,0,-0.0334,0,0.629,0,-0.1775,0
10,-10,2,-0.033,-0.0339,0.629,-0.00038,-0.1699,0.0065
10,-10,4,-0.0327,-0.0708,0.627,-0.00092,-0.1724,0.0141
10,-10,6,-0.0323,-0.1108,0.627,-0.0013,-0.1726,0.022
10,-10,8,-0.0315,-0.1513,0.622,-0.0022,-0.1725,0.03014
10,-10,10,-0.0309,-0.1949,0.611,-0.00372,-0.1671,0.0377
10,-10,15,-0.0333,-0.2978,0.611,-0.0009,-0.1388,0.05508
10,-10,20,-0.036,-0.3758,0.609,-0.00046,-0.1131,0.06146
10,-10,25,-0.0398,-0.4528,0.621,0.00398,-0.1444,0.06702
10,-10,30,-0.0395,-0.5078,0.628,0.0053,-0.0651,0.07532
10,-5,-30,-0.0266,0.5683,0.138,0.01396,-0.0886,-0.08234
10,-5,-25,-0.0271,0.4913,0.127,0.01192,-0.1193,-0.08118
10,-5,-20,-0.0281,0.3913,0.14,0.0104,-0.1364,-0.07342
10,-5,-15,-0.0268,0.2943,0.136,0.0107,-0.1451,-0.05496
10,-5,-10,-0.0285,0.1926,0.15,0.00922,-0.1458,-0.04028
10,-5,-8,-0.0291,0.149,0.15,0.00674,-0.1496,-0.03132
10,-5,-6,-0.0303,0.1125,0.151,0.00464,-0.1493,-0.02596
10,-5,-4,-0.0307,0.0723,0.153,0.00272,-0.1504,-0.01454
10,-5,-2,-0.0311,0.0369,0.166,0.00104,-0.1504,-0.00694
10,-5,0,-0.0314,0,0.166,0,-0.1531,0
10,-5,2,-0.031,-0.0363,0.164,-0.00088,-0.1515,0.00674
10,-5,4,-0.0303,-0.0765,0.155,-0.00206,-0.1535,0.01488
10,-5,6,-0.0297,-0.1169,0.151,-0.00372,-0.1534,0.02372
10,-5,8,-0.0296,-0.1644,0.147,-0.00582,-0.152,0.03308
10,-5,10,-0.028,-0.2132,0.149,-0.00826,-0.1446,0.04304
10,-5,15,-0.0273,-0.3148,0.13,-0.01016,-0.1429,0.05792
10,-5,20,-0.0286,-0.4118,0.132,-0.0101,-0.1354,0.07658
10,-5,25,-0.0276,-0.513,0.126,-0.01168,-0.1192,0.08316
10,-5,30,-0.0271,-0.5889,0.133,-0.01376,-0.0866,0.08546
10,0,-30,-0.0253,0.6293,-0.129,0.0282,-0.0893,-0.10044
10,0,-25,-0.0266,0.5313,-0.154,0.02604,-0.1056,-0.08898
10,0,-20,-0.026,0.4173,-0.165,0.02424,-0.116,-0.0732
10,0,-15,-0.0253,0.3053,-0.186,0.02072,-0.1181,-0.05858
10,0,-10,-0.0285,0.2024,-0.19,0.01692,-0.1199,-0.04156
10,0,-8,-0.0295,0.1582,-0.184,0.01316,-0.1195,-0.03166
10,0,-6,-0.0299,0.1116,-0.193,0.0096,-0.1237,-0.02208
10,0,-4,-0.0305,0.0729,-0.184,0.00548,-0.1226,-0.01362
10,0,-2,-0.0314,0.0374,-0.187,0.00262,-0.1286,-0.00616
10,0,0,-0.0319,0,-0.189,0,-0.1279,0
10,0,2,-0.0313,-0.0374,-0.19,-0.00266,-0.1286,0.00692
10,0,4,-0.0305,-0.0776,-0.193,-0.00572,-0.1296,0.01478
10,0,6,-0.0297,-0.1223,-0.196,-0.00944,-0.1342,0.0236
10,0,8,-0.0289,-0.1712,-0.196,-0.0136,-0.127,0.0338
10,0,10,-0.0277,-0.2158,-0.198,-0.01664,-0.1269,0.04266
10,0,15,-0.0261,-0.3196,-0.193,-0.02044,-0.1256,0.05894
10,0,20,-0.0268,-0.4308,-0.177,-0.02404,-0.1184,0.0739
10,0,25,-0.0266,-0.5443,-0.162,-0.02584,-0.1033,0.0902
10,0,30,-0.0261,-0.6426,-0.137,-0.028,-0.0937,0.10136
10,5,-30,-0.0163,0.6397,-0.381,0.04336,-0.0909,-0.09654
10,5,-25,-0.0144,0.5367,-0.432,0.03886,-0.0962,-0.08102
10,5,-20,-0.0137,0.4267,-0.489,0.03766,-0.1094,-0.069
10,5,-15,-0.0139,0.3097,-0.528,0.03202,-0.12,-0.05506
10,5,-10,-0.0138,0.2042,-0.541,0.02484,-0.1188,-0.04064
10,5,-8,-0.014,0.163,-0.533,0.0202,-0.1191,-0.03212
10,5,-6,-0.0151,0.1174,-0.536,0.01514,-0.1186,-0.02234
10,5,-4,-0.0161,0.0775,-0.539,0.0104,-0.1187,-0.01328
10,5,-2,-0.0167,0.0394,-0.543,0.00578,-0.1208,-0.00542
10,5,0,-0.0167,0,-0.551,0,-0.1236,0
10,5,2,-0.0167,-0.0352,-0.543,-0.00586,-0.1243,0.00544
10,5,4,-0.0158,-0.0785,-0.56,-0.0112,-0.1243,0.01394
10,5,6,-0.0148,-0.1189,-0.55,-0.01558,-0.1193,0.0225
10,5,8,-0.0138,-0.1689,-0.544,-0.02112,-0.1195,0.03312
10,5,10,-0.013,-0.215,-0.545,-0.02576,-0.1187,0.04206
10,5,15,-0.0121,-0.3218,-0.525,-0.0329,-0.1197,0.05782
10,5,20,-0.0123,-0.4364,-0.493,-0.0383,-0.1102,0.07198
10,5,25,-0.0136,-0.5448,-0.429,-0.03946,-0.0998,0.08258
10,5,30,-0.0155,-0.6496,-0.384,-0.0438,-0.086,0.09942
10,10,-30,-0.0092,0.6132,-0.604,0.05298,-0.0746,-0.0862
10,10,-25,-0.0145,0.5192,-0.629,0.04974,-0.0868,-0.0767
10,10,-20,-0.0061,0.4302,-0.724,0.0452,-0.0926,-0.0705
10,10,-15,-0.0056,0.3142,-0.766,0.03598,-0.0986,-0.05664
10,10,-10,-0.0046,0.208,-0.815,0.02642,-0.1052,-0.04188
10,10,-8,-0.0052,0.1631,-0.848,0.0211,-0.1049,-0.03278
10,10,-6,-0.0055,0.1187,-0.859,0.01554,-0.1135,-0.02354
10,10,-4,-0.0063,0.0784,-0.866,0.01028,-0.113,-0.01496
10,10,-2,-0.0073,0.037,-0.869,0.00532,-0.1159,-0.00636
10,10,0,-0.0078,0,-0.873,0,-0.1127,0
10,10,2,-0.0081,-0.0378,-0.871,-0.00488,-0.1119,0.00584
10,10,4,-0.0071,-0.0774,-0.863,-0.01234,-0.1087,0.01416
10,10,6,-0.006,-0.1228,-0.863,-0.01806,-0.1088,0.02342
10,10,8,-0.0051,-0.1664,-0.849,-0.0229,-0.1009,0.03212
10,10,10,-0.005,-0.2153,-0.846,-0.0282,-0.1047,0.04142
10,10,15,-0.006,-0.3196,-0.807,-0.03692,-0.099,0.05598
10,10,20,-0.0065,-0.4353,-0.77,-0.04622,-0.0929,0.06988
10,10,25,-0.0077,-0.5237,-0.695,-0.05048,-0.0877,0.07596
10,10,30,-0.0096,-0.6177,-0.628,-0.05364,-0.0786,0.08526
10,15,-30,-0.0098,0.5416,-0.871,0.04796,-0.0982,-0.05756
10,15,-25,-0.0075,0.4876,-0.966,0.04688,-0.0997,-0.06396
10,15,-20,-0.0047,0.4126,-1.069,0.0444,-0.1075,-0.06326
10,15,-15,-0.0025,0.3066,-1.132,0.0408,-0.1117,-0.05422
10,15,-10,-0.0018,0.2023,-1.162,0.02978,-0.0984,-0.04068
10,15,-8,-0.0012,0.1576,-1.174,0.0247,-0.096,-0.03112
10,15,-6,-0.0005,0.1168,-1.1764,0.01836,-0.0983,-0.02162
10,15,-4,-0.0005,0.0718,-1.215,0.01234,-0.0936,-0.01294
10,15,-2,-0.0012,0.0377,-1.213,0.00608,-0.0858,-0.00574
10,15,0,-0.0019,0,-1.204,0,-0.0722,0
10,15,2,-0.0019,-0.0368,-1.194,-0.00648,-0.0742,0.0045
10,15,4,-0.0017,-0.0784,-1.186,-0.01354,-0.0838,0.01298
10,15,6,-0.0016,-0.1194,-1.181,-0.01946,-0.0929,0.0218
10,15,8,-0.002,-0.1636,-1.18,-0.0252,-0.1003,0.03138
10,15,10,-0.0021,-0.2096,-1.174,-0.03136,-0.0975,0.04078
10,15,15,-0.0028,-0.3143,-1.138,-0.03662,-0.111,0.05206
10,15,20,-0.005,-0.4223,-1.067,-0.04042,-0.1095,0.06292
10,15,25,-0.0078,-0.4947,-0.96,-0.0429,-0.0991,0.0637
10,15,30,-0.0101,-0.5499,-0.878,-0.04386,-0.0968,0.05726
10,20,-30,-0.0147,0.475,-1.095,0.0454,-0.0997,-0.02446
10,20,-25,-0.0142,0.375,-1.168,0.03266,-0.0971,-0.01366
10,20,-20,-0.0107,0.295,-1.235,0.02908,-0.0992,-0.01518
10,20,-15,-0.0086,0.23,-1.33,0.02006,-0.1076,-0.02152
10,20,-10,-0.006,0.1576,-1.373,0.01476,-0.117,-0.02172
10,20,-8,-0.0067,0.1254,-1.385,0.01322,-0.1195,-0.01772
10,20,-6,-0.0076,0.0919,-1.387,0.00842,-0.1157,-0.00776
10,20,-4,-0.008,0.059,-1.374,0.00584,-0.1111,-0.00536
10,20,-2,-0.0079,0.0282,-1.38,0.00062,-0.1104,-0.00122
10,20,0,-0.0091,0,-1.379,0,-0.1083,0
10,20,2,-0.008,-0.0313,-1.398,-0.00668,-0.1072,0.0034
10,20,4,-0.0071,-0.067,-1.401,-0.0127,-0.103,0.00806
10,20,6,-0.0062,-0.1023,-1.401,-0.01526,-0.1238,0.01694
10,20,8,-0.0045,-0.1374,-1.411,-0.01546,-0.1258,0.0241
10,20,10,-0.0036,-0.171,-1.431,-0.01846,-0.1378,0.02934
10,20,15,-0.0062,-0.2452,-1.386,-0.02304,-0.1251,0.02904
10,20,20,-0.0083,-0.3089,-1.294,-0.03234,-0.1162,0.0229
10,20,25,-0.01,-0.3869,-1.224,-0.03576,-0.1166,0.0211
10,20,30,-0.0123,-0.488,-1.154,-0.0481,-0.1192,0.03182
10,25,-30,-0.0213,0.4878,-1.301,0.07342,-0.12,-0.024
10,25,-25,-0.0179,0.3708,-1.425,0.0563,-0.1385,-0.01276
10,25,-20,-0.0194,0.2508,-1.515,0.0359,-0.1298,0.00194
10,25,-15,-0.0173,0.1578,-1.586,0.02162,-0.1187,0.00954
10,25,-10,-0.0125,0.1176,-1.679,0.01954,-0.1496,-0.00506
10,25,-8,-0.01,0.1174,-1.734,0.01582,-0.1549,-0.00972
10,25,-6,-0.0087,0.0893,-1.749,0.0143,-0.1607,-0.0073
10,25,-4,-0.0077,0.0585,-1.774,0.0102,-0.1578,-0.00358
10,25,-2,-0.008,0.0286,-1.781,0.0053,-0.1567,-0.00136
10,25,0,-0.0073,0,-1.781,0,-0.1478,0
10,25,2,-0.0076,-0.0301,-1.769,-0.0056,-0.152,0.0012
10,25,4,-0.008,-0.0566,-1.774,-0.01188,-0.1473,0.0044
10,25,6,-0.0084,-0.0925,-1.738,-0.01606,-0.1504,0.00818
10,25,8,-0.0102,-0.1126,-1.728,-0.01424,-0.1624,0.00972
10,25,10,-0.0099,-0.1321,-1.714,-0.02096,-0.169,0.00552
10,25,15,-0.0148,-0.1714,-1.603,-0.023,-0.1394,-0.00928
10,25,20,-0.0168,-0.2647,-1.555,-0.03724,-0.1493,-0.00152
10,25,25,-0.0153,-0.385,-1.459,-0.05876,-0.1573,0.01322
10,25,30,-0.0187,-0.5025,-1.338,-0.07508,-0.1383,0.0243
10,30,-30,-0.034,0.3436,-1.496,0.07404,-0.0565,-0.01914
10,30,-25,-0.031,0.3226,-1.525,0.06108,-0.1487,0.0009
10,30,-20,-0.0303,0.2286,-1.619,0.0412,-0.1637,0.01912
10,30,-15,-0.0267,0.1396,-1.736,0.01942,-0.1813,0.02802
10,30,-10,-0.023,0.0825,-1.833,0.0062,-0.1803,0.0206
10,30,-8,-0.0179,0.0801,-1.874,0.01022,-0.1925,0.01024
10,30,-6,-0.0153,0.0757,-1.919,0.01032,-0.1922,0.00394
10,30,-4,-0.0137,0.0549,-1.95,0.00652,-0.1883,0.00454
10,30,-2,-0.0136,0.0287,-1.96,0.0059,-0.1871,0.00236
10,30,0,-0.0131,0,-1.957,0,-0.1852,0
10,30,2,-0.0123,-0.0289,-1.965,-0.00554,-0.1805,-0.00244
10,30,4,-0.0126,-0.0527,-1.945,-0.00766,-0.1836,-0.00702
10,30,6,-0.0154,-0.0724,-1.916,-0.00868,-0.195,-0.01046
10,30,8,-0.0171,-0.0939,-1.916,-0.00702,-0.1955,-0.01842
10,30,10,-0.0185,-0.1136,-1.888,-0.01142,-0.194,-0.02612
10,30,15,-0.0232,-0.1694,-1.769,-0.02456,-0.1941,-0.03376
10,30,20,-0.0258,-0.2589,-1.616,-0.04622,-0.1763,-0.02506
10,30,25,-0.0265,-0.3511,-1.568,-0.06618,-0.1621,-0.00664
10,30,30,-0.0295,-0.3742,-1.545,-0.07914,-0.0706,0.01376
10,35,-30,-0.0305,0.2437,-1.729,0.05124,-0.0628,0.01844
10,35,-25,-0.027,0.2267,-1.885,0.04602,-0.1401,0.04366
10,35,-20,-0.0242,0.1757,-2.043,0.04052,-0.1833,0.05758
10,35,-15,-0.0255,0.1307,-2.126,0.01804,-0.2301,0.05674
10,35,-10,-0.0196,0.0776,-2.211,0.00512,-0.2231,0.04476
10,35,-8,-0.0175,0.0602,-2.158,0.00266,-0.2135,0.04138
10,35,-6,-0.0131,0.0535,-2.14,0.00562,-0.2025,0.0275
10,35,-4,-0.0118,0.0407,-2.215,0.00468,-0.1989,0.02044
10,35,-2,-0.0101,0.0181,-2.205,-0.00104,-0.1987,0.0119
10,35,0,-0.0099,0,-2.185,0,-0.1957,0
10,35,2,-0.0118,-0.0214,-2.207,0.0006,-0.2012,-0.00856
10,35,4,-0.0097,-0.0537,-2.194,-0.00606,-0.2118,-0.01256
10,35,6,-0.0112,-0.0808,-2.156,-0.00668,-0.2137,-0.01888
10,35,8,-0.0145,-0.1009,-2.115,-0.00586,-0.2267,-0.02598
10,35,10,-0.0151,-0.1226,-2.101,-0.0061,-0.2303,-0.03252
10,35,15,-0.021,-0.1766,-1.983,-0.01946,-0.2376,-0.04604
10,35,20,-0.0197,-0.2208,-1.877,-0.0421,-0.1912,-0.04714
10,35,25,-0.0225,-0.2714,-1.713,-0.04744,-0.1482,-0.03258
10,35,30,-0.026,-0.2901,-1.639,-0.0527,-0.0678,-0.00702
10,40,-30,-0.0219,0.1976,-1.817,0.05358,-0.1004,0.03132
10,40,-25,-0.0223,0.1776,-1.874,0.0439,-0.1768,0.04126
10,40,-20,-0.0189,0.1566,-2.021,0.0337,-0.1732,0.0681
10,40,-15,-0.0179,0.1286,-2.103,0.01582,-0.2031,0.06626
10,40,-10,-0.0136,0.0906,-2.213,0.00732,-0.1913,0.04562
10,40,-8,-0.0132,0.0737,-2.327,0.01268,-0.1685,0.03384
10,40,-6,-0.0135,0.0593,-2.189,0.01658,-0.1744,0.0232
10,40,-4,-0.0105,0.0505,-2.269,0.00816,-0.1738,0.01712
10,40,-2,-0.0108,0.0188,-2.177,0.01072,-0.1913,0.00734
10,40,0,-0.0097,0,-2.287,0,-0.1821,0
10,40,2,-0.0111,-0.0286,-2.269,-0.00656,-0.1906,-0.00652
10,40,4,-0.012,-0.0516,-2.276,-0.01136,-0.1971,-0.01404
10,40,6,-0.0136,-0.0737,-2.382,-0.01812,-0.1711,-0.01678
10,40,8,-0.0144,-0.0938,-2.226,-0.01782,-0.2085,-0.02792
10,40,10,-0.0163,-0.1132,-2.205,-0.0221,-0.2082,-0.0346
10,40,15,-0.0206,-0.1503,-2.089,-0.0306,-0.2236,-0.05544
10,40,20,-0.0216,-0.1791,-2.008,-0.04852,-0.1891,-0.05686
10,40,25,-0.025,-0.1996,-1.888,-0.05872,-0.1945,-0.02656
10,40,30,-0.0246,-0.2195,-1.836,-0.06844,-0.1228,-0.00464
10,45,-30,-0.0129,0.1741,-1.629,0.05136,-0.1461,-0.00122
10,45,-25,-0.0112,0.1251,-1.697,0.05126,-0.0575,-0.00448
10,45,-20,-0.012,0.1201,-1.815,0.0383,-0.1136,0.01868
10,45,-15,-0.015,0.1321,-1.962,0.03372,-0.186,0.03828
10,45,-10,-0.012,0.111,-2.045,0.01858,-0.1576,0.03276
10,45,-8,-0.0103,0.0854,-2.136,0.01516,-0.1378,0.02586
10,45,-6,-0.015,0.055,-1.893,0.01192,-0.1275,0.0197
10,45,-4,-0.0088,0.0339,-2.141,0.00666,-0.1651,0.01248
10,45,-2,-0.0118,0.0183,-2.087,0.0019,-0.2101,0.00362
10,45,0,-0.0077,0,-2.203,0,-0.1467,0
10,45,2,-0.0079,-0.0544,-2.221,-0.01096,-0.1782,-0.0176
10,45,4,-0.0106,-0.0929,-2.201,-0.01124,-0.18,-0.03802
10,45,6,-0.0148,-0.1312,-2.073,-0.01328,-0.1911,-0.04844
10,45,8,-0.0102,-0.1581,-2.212,-0.01642,-0.1946,-0.05554
10,45,10,-0.0132,-0.1766,-2.133,-0.01912,-0.209,-0.06182
10,45,15,-0.0162,-0.1977,-2.076,-0.03422,-0.2435,-0.06638
10,45,20,-0.0132,-0.1859,-1.946,-0.03904,-0.164,-0.0475
10,45,25,-0.0124,-0.19,-1.786,-0.052,-0.114,-0.02454
10,45,30,-0.0141,-0.2385,-1.719,-0.0519,-0.214,-0.03124
25,-20,-30,-0.0273,0.3692,0.815,-0.019,-0.08331,-0.0478
25,-20,-25,-0.0326,0.2991,0.856,-0.0151,-0.113185,-0.049
25,-20,-20,-0.0349,0.2417,0.82,-0.0061,-0.1103,-0.0407
25,-20,-15,-0.0336,0.1692,0.819,0.0086,-0.20353,-0.0517
25,-20,-10,-0.0391,0.1078,0.841,0.0164,-0.23447,-0.0292
25,-20,-8,-0.0405,0.0874,0.872,0.0106,-0.262355,-0.0199
25,-20,-6,-0.0425,0.0837,0.823,0.0014,-0.25896,-0.0144
25,-20,-4,-0.0361,0.0572,0.817,-0.0027,-0.256825,-0.0106
